"50.62.57.204:48576","US"
"186.126.67.131:1080","AR"
"192.163.252.234:63959","US"
"45.76.159.16:1088","US"
"165.22.223.92:41835","IN"
"132.148.156.206:2667","US"
"138.197.156.41:40749","CA"
"132.148.157.55:59114","US"
"167.71.41.243:64441","DE"
"5.42.158.110:1080","FR"
"195.177.217.131:30241","PL"
"198.199.109.36:59680","US"
"104.255.170.69:50503","US"
"103.250.157.39:6667","IN"
"150.129.151.42:6667","IN"
"104.255.170.89:60899","US"
"47.106.211.213:7891","TW"
"166.62.123.35:8976","US"
"128.199.111.243:56177","SG"
"5.42.158.125:1080","FR"
"59.152.91.57:9954","BD"
"59.152.91.45:9954","BD"
"188.166.104.152:51796","NL"
"124.107.231.83:1080","PH"
"125.34.73.185:1080","DE"
"104.255.170.65:53940","US"
"114.255.176.249:10001","TR"
"165.227.119.98:55558","US"
"3.234.216.105:1080","US"
"181.3.32.198:1080","AR"
"66.42.224.229:41679","US"
"81.177.26.194:29750","US"
"97.74.6.64:62221","US"
"43.224.10.30:6667","IN"
"181.3.59.29:1080","AR"
"159.65.116.119:30199","DE"
"104.255.170.90:50503","US"
"192.169.219.79:18638","US"
"138.197.156.41:53570","CA"
"198.37.103.73:60899","US"
"192.163.252.85:49999","US"
"91.198.137.31:3539","NL"
"158.69.181.129:18977","CA"
"5.105.0.135:16379","US"
"167.71.41.243:17102","DE"
"95.161.151.238:1080","RU"
"165.227.119.98:52935","US"
"128.199.111.243:19090","SG"
"167.71.41.243:41608","DE"
"178.62.79.49:28113","GB"
"194.190.83.68:1080","RU"
"95.169.187.58:32768","DE"
"45.115.39.18:15584","HK"
"97.74.230.87:31365","US"
"186.126.53.108:1080","AR"
"198.199.109.36:22772","US"
"91.198.137.31:3589","DE"
"132.148.155.205:16479","US"
"180.109.4.144:10801","JP"
"166.62.85.65:10131","US"
"128.199.111.243:32793","SG"
"185.179.196.19:1100","RU"
"158.69.181.129:63425","CA"
"69.163.160.232:59311","US"
"162.144.66.22:39685","US"
"8.210.251.244:35662","HK"
"141.94.69.251:9050","US"
"104.255.170.67:60899","US"
"195.177.217.131:11400","PL"
"166.62.85.184:45328","US"
"51.79.130.165:9050","DE"
"51.79.130.187:9050","DE"
"104.255.170.70:60899","US"
"51.79.130.245:9050","JP"
"181.101.60.224:1080","AR"
"103.90.231.93:32984","VN"
"167.71.41.243:32249","DE"
"185.179.196.19:1085","RU"
"168.119.159.5:1080","DE"
"128.14.162.230:23399","NP"
"128.14.163.74:23399","NP"
"37.52.48.238:8888","UA"
"123.18.206.50:1080","VN"
"5.42.158.112:1080","FR"
"103.85.232.20:1080","BD"
"132.148.156.206:2561","US"
"103.216.82.37:6667","IN"
"223.199.175.83:1080","HK"
"103.120.162.153:1080","BD"
"188.166.104.152:39668","NL"
"132.148.159.163:31207","US"
"59.152.94.173:9954","BD"
"104.238.96.101:27739","US"
"68.183.130.112:28041","US"
"5.42.158.113:1080","FR"
"162.144.66.22:25252","US"
"103.73.163.115:3306","HK"
"128.14.156.170:23609","IN"
"91.198.137.31:3591","FR"
"132.148.155.205:27881","US"
"69.163.160.143:59311","US"
"69.163.160.197:59311","US"
"178.62.79.49:15008","GB"
"69.163.162.163:59311","US"
"103.241.227.107:6667","IN"
"104.255.170.89:56541","US"
"166.62.85.65:58583","US"
"128.199.111.243:29923","SG"
"31.220.4.49:9050","DE"
"34.124.163.177:1080","SG"
"47.75.113.110:10013","HK"
"59.152.90.201:9954","BD"
"43.224.10.13:6667","IN"
"198.1.94.46:45972","US"
"51.81.83.181:26491","US"
"198.199.109.36:18450","US"
"51.79.130.194:9050","DE"
"51.79.130.231:9050","DE"
"132.148.156.206:59114","US"
"51.79.130.230:9050","DE"
"91.198.137.31:3530","UA"
"148.72.65.242:56904","US"
"178.62.79.49:53005","GB"
"93.179.94.133:5678","RU"
"45.86.163.211:9060","US"
"162.144.66.22:45220","US"
"104.255.170.66:55112","US"
"132.148.27.211:18549","US"
"104.255.170.90:53940","US"
"51.79.130.175:9050","DE"
"69.163.165.253:59311","US"
"104.255.170.70:53138","US"
"185.179.196.19:1084","RU"
"188.166.104.152:18518","NL"
"69.163.163.117:59311","US"
"91.134.50.251:1337","CH"
"188.166.104.152:57221","NL"
"104.238.96.101:32397","US"
"195.177.217.131:51519","PL"
"104.255.170.66:53940","US"
"47.75.113.110:10014","HK"
"185.179.196.19:1082","RU"
"91.198.137.31:3545","LU"
"47.75.113.110:10017","HK"
"198.37.103.70:50503","US"
"162.144.66.22:49782","US"
"104.255.170.91:60899","US"
"165.227.119.98:62820","US"
"43.251.113.215:9050","DE"
"181.3.12.1:1080","AR"
"51.79.130.161:9050","DE"
"188.166.104.152:39088","NL"
"8.210.179.3:25170","HK"
"20.198.168.89:1080","SG"
"68.183.130.112:17381","US"
"162.144.66.22:13670","US"
"162.144.66.22:16603","US"
"103.81.84.118:8088","VN"
"118.193.38.148:1080","HK"
"128.199.111.243:62829","SG"
"69.163.162.119:59311","US"
"51.79.130.156:9050","DE"
"51.79.130.145:9050","DE"
"69.163.163.179:59311","US"
"69.163.167.133:59311","US"
"181.3.32.120:1080","AR"
"198.199.109.36:52518","US"
"104.255.170.63:56541","US"
"116.202.107.151:9988","US"
"162.144.66.22:28690","US"
"5.42.158.126:1080","FR"
"51.83.190.248:19050","US"
"47.75.113.110:10007","HK"
"103.21.161.105:6667","IN"
"181.6.68.106:1080","AR"
"162.144.66.22:38235","US"
"181.6.86.27:1080","AR"
"128.199.111.243:21515","SG"
"186.126.95.206:1080","CA"
"114.245.34.68:1080","US"
"50.62.35.16:62690","US"
"104.255.170.70:53940","US"
"186.126.30.165:1080","AR"
"91.198.137.31:3595","CH"
"104.255.170.64:53940","US"
"185.179.196.19:1088","RU"
"51.158.67.180:37206","FR"
"91.198.137.31:3524","DE"
"59.152.91.41:9954","BD"
"69.163.162.204:59311","US"
"69.163.167.160:59311","US"
"139.162.76.176:19151","US"
"43.224.10.35:6667","IN"
"198.37.103.74:50503","US"
"91.210.176.104:1088","RU"
"80.87.194.199:23087","RU"
"69.163.162.127:59311","US"
"158.69.64.142:9200","US"
"64.225.116.55:9050","DE"
"46.101.36.144:11475","GB"
"91.198.137.31:3547","HU"
"192.169.217.115:10210","US"
"117.25.161.164:7891","CA"
"5.34.180.128:9050","US"
"95.213.154.54:31337","LU"
"128.199.111.243:34418","SG"
"103.86.24.241:9050","US"
"162.144.66.22:42428","US"
"97.74.6.64:40507","US"
"173.212.220.213:20936","DE"
"188.130.138.12:1080","RU"
"67.207.75.252:59394","DE"
"104.255.170.63:60899","US"
"222.248.177.200:1080","HK"
"165.227.119.98:49740","US"
"45.86.163.216:9055","US"
"51.79.130.143:9050","DE"
"113.160.188.21:1080","VN"
"178.62.79.49:25632","GB"
"192.99.7.189:50455","CA"
"45.192.184.176:9999","ZA"
"186.126.67.31:1080","AR"
"104.255.170.89:55112","US"
"27.116.51.92:6667","IN"
"51.79.130.208:9050","DE"
"104.255.170.69:53940","US"
"43.224.8.12:6667","IN"
"103.241.227.98:6667","IN"
"51.79.130.196:9050","DE"
"89.42.198.124:5678","IR"
"110.243.5.144:7891","CN"
"42.56.239.251:1080","CN"
"118.190.157.156:1080","CN"
"183.23.75.129:28388","CN"
"180.109.4.144:1080","CN"
"47.100.162.94:8001","CN"
"1.13.165.87:1088","CN"
"125.87.85.132:57114","CN"
"121.234.24.60:23180","CN"
"27.155.223.220:57114","CN"
"125.87.81.146:57114","CN"
"112.78.141.76:1080","ID"
"218.92.231.163:1080","CN"
"118.122.194.18:1337","CN"
"47.94.107.226:1080","CN"
"81.70.202.193:1080","CN"
"218.92.231.162:1080","CN"
"27.156.80.246:16790","CN"
"124.74.249.135:80","CN"
"36.27.223.70:34939","CN"
"120.196.248.244:1081","CN"
"27.156.196.254:20837","CN"
"47.103.7.31:3129","CN"
"118.125.14.56:1080","CN"
"106.45.105.130:28643","CN"
"58.37.109.45:7891","CN"
"123.56.26.4:1080","CN"
"139.198.121.76:8811","CN"
"203.56.192.129:9999","CN"
"166.111.136.104:10080","CN"
"166.111.50.197:10080","CN"
"203.56.192.103:9999","CN"
"182.18.95.196:1080","CN"
"34.101.128.38:1080","ID"
"122.226.223.221:39065","CN"
"34.101.112.42:1080","ID"
"118.122.194.18:9300","CN"
"101.94.206.184:7890","CN"
"218.4.106.18:1080","CN"
"180.76.146.169:1080","CN"
"116.24.221.112:7890","CN"
"78.38.108.194:1080","IR"
"121.5.180.127:2222","CN"
"36.27.223.80:21434","CN"
"36.89.86.49:56845","ID"
"120.196.228.230:1081","CN"
"193.112.118.89:38888","CN"
"124.16.0.194:1080","CN"
"34.101.171.155:1080","ID"
"5.160.243.124:1080","IR"
"120.237.253.142:1080","CN"
"182.111.132.251:31574","CN"
"118.122.194.18:4000","CN"
"139.198.179.174:3128","CN"
"34.101.230.37:1080","ID"
"218.64.122.99:7302","CN"
